Instance,Run,Score,Runtime
data/large9.in,19,27,0.7119596004486084
data/large9.in,20,28,0.3894832134246826
data/small1.in,1,5,0.0010747909545898438
data/small1.in,2,6,0.0
data/small1.in,3,7,0.0
data/small1.in,4,6,0.0
data/small1.in,5,8,0.0
data/small1.in,6,7,0.0
data/small1.in,7,7,0.0
data/small1.in,8,6,0.0
data/small1.in,9,5,0.0
data/small1.in,10,7,0.0
data/small1.in,11,7,0.0
data/small1.in,12,7,0.0
data/small1.in,13,7,0.0014691352844238281
data/small1.in,14,6,0.0
data/small1.in,15,7,0.0
data/small1.in,16,6,0.0
data/small1.in,17,8,0.0
data/small1.in,18,8,0.0
data/small1.in,19,7,0.0
data/small1.in,20,7,0.0
data/small10.in,1,4,0.0
data/small10.in,2,4,0.0
data/small10.in,3,4,0.0
data/small10.in,4,3,0.0
data/small10.in,5,3,0.0
data/small10.in,6,3,0.0011661052703857422
data/small10.in,7,3,0.0
data/small10.in,8,3,0.0
data/small10.in,9,3,0.0
data/small10.in,10,4,0.0
data/small10.in,11,2,0.0
data/small10.in,12,3,0.0
data/small10.in,13,3,0.0
data/small10.in,14,3,0.0
data/small10.in,15,2,0.0
data/small10.in,16,4,0.0
data/small10.in,17,4,0.0
data/small10.in,18,4,0.0
data/small10.in,19,4,0.0
data/small10.in,20,3,0.0
data/small11.in,1,4,0.0
data/small11.in,2,4,0.0
data/small11.in,3,4,0.0
data/small11.in,4,4,0.0
data/small11.in,5,5,0.0
data/small11.in,6,5,0.0
data/small11.in,7,4,0.0
data/small11.in,8,5,0.0
data/small11.in,9,5,0.0
data/small11.in,10,5,0.0
data/small11.in,11,5,0.0
data/small11.in,12,4,0.0
data/small11.in,13,4,0.0
data/small11.in,14,5,0.0
data/small11.in,15,5,0.0
data/small11.in,16,5,0.0
data/small11.in,17,4,0.0010457038879394531
data/small11.in,18,5,0.0
data/small11.in,19,5,0.0
data/small11.in,20,5,0.0
data/small12.in,1,3,0.0
data/small12.in,2,3,0.0
data/small12.in,3,4,0.0
data/small12.in,4,4,0.0
data/small12.in,5,4,0.0
data/small12.in,6,4,0.0
data/small12.in,7,4,0.0
data/small12.in,8,4,0.0
data/small12.in,9,4,0.0
data/small12.in,10,5,0.0
data/small12.in,11,4,0.0
data/small12.in,12,4,0.0
data/small12.in,13,4,0.0
data/small12.in,14,4,0.0
data/small12.in,15,5,0.0
data/small12.in,16,5,0.0
data/small12.in,17,4,0.0
data/small12.in,18,4,0.0
data/small12.in,19,4,0.0
data/small12.in,20,4,0.0
data/small13.in,1,3,0.0
data/small13.in,2,3,0.0
data/small13.in,3,3,0.0
data/small13.in,4,3,0.0
data/small13.in,5,3,0.0
data/small13.in,6,3,0.0
data/small13.in,7,3,0.0
data/small13.in,8,3,0.0
data/small13.in,9,3,0.0
data/small13.in,10,3,0.0
data/small13.in,11,3,0.0
data/small13.in,12,3,0.0
data/small13.in,13,3,0.0
data/small13.in,14,3,0.0
data/small13.in,15,3,0.0
data/small13.in,16,3,0.0
data/small13.in,17,3,0.0
data/small13.in,18,3,0.0
data/small13.in,19,3,0.0
data/small13.in,20,3,0.0013134479522705078
data/small14.in,1,2,0.0
data/small14.in,2,2,0.0
data/small14.in,3,3,0.0
data/small14.in,4,3,0.0
data/small14.in,5,3,0.0
data/small14.in,6,3,0.0
data/small14.in,7,3,0.0
data/small14.in,8,2,0.0
data/small14.in,9,2,0.0
data/small14.in,10,2,0.0
data/small14.in,11,2,0.0
data/small14.in,12,3,0.0
data/small14.in,13,3,0.0
data/small14.in,14,2,0.0
data/small14.in,15,2,0.0
data/small14.in,16,3,0.0
data/small14.in,17,2,0.0
data/small14.in,18,2,0.0010001659393310547
data/small14.in,19,3,0.0
data/small14.in,20,3,0.0
data/small15.in,1,3,0.0
data/small15.in,2,3,0.0
data/small15.in,3,3,0.0
data/small15.in,4,3,0.0
data/small15.in,5,3,0.0
data/small15.in,6,3,0.001377105712890625
data/small15.in,7,3,0.0
data/small15.in,8,4,0.0
data/small15.in,9,4,0.0
data/small15.in,10,3,0.0
data/small15.in,11,4,0.0
data/small15.in,12,4,0.0
data/small15.in,13,3,0.0
data/small15.in,14,3,0.0
data/small15.in,15,3,0.0
data/small15.in,16,3,0.0
data/small15.in,17,3,0.0
data/small15.in,18,3,0.0
data/small15.in,19,3,0.0
data/small15.in,20,3,0.0
data/small16.in,1,3,0.0
data/small16.in,2,3,0.0
data/small16.in,3,3,0.0
data/small16.in,4,3,0.0
data/small16.in,5,3,0.0
data/small16.in,6,3,0.0
data/small16.in,7,2,0.0
data/small16.in,8,2,0.0
data/small16.in,9,2,0.0
data/small16.in,10,3,0.0
data/small16.in,11,3,0.0
data/small16.in,12,3,0.0011265277862548828
data/small16.in,13,3,0.0
data/small16.in,14,2,0.0
data/small16.in,15,2,0.0
data/small16.in,16,3,0.0
data/small16.in,17,3,0.0
data/small16.in,18,3,0.0
data/small16.in,19,3,0.0
data/small16.in,20,2,0.0
data/small17.in,1,3,0.0
data/small17.in,2,3,0.0
data/small17.in,3,3,0.0012459754943847656
data/small17.in,4,4,0.0
data/small17.in,5,4,0.0
data/small17.in,6,4,0.0
data/small17.in,7,3,0.0
data/small17.in,8,4,0.0
data/small17.in,9,4,0.0012655258178710938
data/small17.in,10,3,0.0009992122650146484
data/small17.in,11,3,0.0
data/small17.in,12,3,0.0
data/small17.in,13,3,0.0
data/small17.in,14,3,0.0
data/small17.in,15,3,0.001249074935913086
data/small17.in,16,4,0.001210927963256836
data/small17.in,17,4,0.0
data/small17.in,18,4,0.0
data/small17.in,19,3,0.0
data/small17.in,20,3,0.0
data/small18.in,1,3,0.0013568401336669922
data/small18.in,2,3,0.0
data/small18.in,3,3,0.0
data/small18.in,4,3,0.0
data/small18.in,5,2,0.0
data/small18.in,6,2,0.0
data/small18.in,7,3,0.0
data/small18.in,8,3,0.0
data/small18.in,9,3,0.0
data/small18.in,10,3,0.0
data/small18.in,11,3,0.0
data/small18.in,12,3,0.0
data/small18.in,13,2,0.0
data/small18.in,14,2,0.0
data/small18.in,15,4,0.0
data/small18.in,16,4,0.0
data/small18.in,17,4,0.0
data/small18.in,18,2,0.0
data/small18.in,19,3,0.0
data/small18.in,20,3,0.0
data/small2.in,1,3,0.0
data/small2.in,2,3,0.0
data/small2.in,3,3,0.0
data/small2.in,4,3,0.0
data/small2.in,5,3,0.0
data/small2.in,6,3,0.0
data/small2.in,7,3,0.0
data/small2.in,8,3,0.0
data/small2.in,9,3,0.00144195556640625
data/small2.in,10,3,0.0
data/small2.in,11,3,0.0
data/small2.in,12,3,0.0
data/small2.in,13,3,0.0
data/small2.in,14,3,0.0
data/small2.in,15,3,0.0
data/small2.in,16,3,0.0
data/small2.in,17,3,0.0
data/small2.in,18,3,0.0
data/small2.in,19,3,0.0013737678527832031
data/small2.in,20,3,0.0
data/small3.in,1,6,0.0
data/small3.in,2,6,0.0
data/small3.in,3,5,0.0
data/small3.in,4,5,0.0011255741119384766
data/small3.in,5,5,0.0
data/small3.in,6,6,0.0
data/small3.in,7,5,0.0
data/small3.in,8,5,0.0
data/small3.in,9,5,0.0
data/small3.in,10,5,0.0
data/small3.in,11,5,0.0
data/small3.in,12,6,0.0
data/small3.in,13,6,0.0011687278747558594
data/small3.in,14,5,0.0
data/small3.in,15,6,0.0
data/small3.in,16,5,0.0
data/small3.in,17,5,0.0
data/small3.in,18,5,0.0
data/small3.in,19,5,0.0
data/small3.in,20,6,0.0
data/small4.in,1,4,0.0
data/small4.in,2,5,0.0
data/small4.in,3,4,0.0
data/small4.in,4,4,0.0
data/small4.in,5,4,0.0009992122650146484
data/small4.in,6,4,0.0
data/small4.in,7,4,0.0
data/small4.in,8,4,0.0
data/small4.in,9,4,0.0
data/small4.in,10,4,0.0
data/small4.in,11,4,0.0
data/small4.in,12,4,0.0
data/small4.in,13,5,0.0
data/small4.in,14,5,0.0012619495391845703
data/small4.in,15,4,0.0
data/small4.in,16,5,0.0
data/small4.in,17,5,0.0
data/small4.in,18,5,0.0
data/small4.in,19,4,0.001001596450805664
data/small4.in,20,4,0.0010514259338378906
data/small5.in,1,8,0.0
data/small5.in,2,6,0.0
data/small5.in,3,6,0.0014393329620361328
data/small5.in,4,7,0.0010101795196533203
data/small5.in,5,9,0.0010008811950683594
data/small5.in,6,7,0.0
data/small5.in,7,9,0.0
data/small5.in,8,7,0.0
data/small5.in,9,7,0.0
data/small5.in,10,6,0.0
data/small5.in,11,6,0.001077890396118164
data/small5.in,12,7,0.0
data/small5.in,13,7,0.0
data/small5.in,14,6,0.0
data/small5.in,15,7,0.0
data/small5.in,16,8,0.0
data/small5.in,17,8,0.0
data/small5.in,18,7,0.0
data/small5.in,19,7,0.0
data/small5.in,20,7,0.0
data/small6.in,1,5,0.0
data/small6.in,2,4,0.0
data/small6.in,3,6,0.0
data/small6.in,4,6,0.0
data/small6.in,5,5,0.0
data/small6.in,6,4,0.0
data/small6.in,7,5,0.0
data/small6.in,8,6,0.0
data/small6.in,9,6,0.0
data/small6.in,10,5,0.0
data/small6.in,11,6,0.0
data/small6.in,12,5,0.0
data/small6.in,13,6,0.0
data/small6.in,14,6,0.0
data/small6.in,15,5,0.0
data/small6.in,16,5,0.0010936260223388672
data/small6.in,17,7,0.0
data/small6.in,18,6,0.0
data/small6.in,19,5,0.0
data/small6.in,20,5,0.0
data/small7.in,1,3,0.0
data/small7.in,2,4,0.0
data/small7.in,3,4,0.001422882080078125
data/small7.in,4,4,0.0
data/small7.in,5,4,0.0
data/small7.in,6,4,0.0
data/small7.in,7,3,0.0
data/small7.in,8,3,0.0
data/small7.in,9,4,0.0
data/small7.in,10,4,0.0
data/small7.in,11,3,0.0
data/small7.in,12,3,0.0
data/small7.in,13,4,0.0
data/small7.in,14,4,0.0
data/small7.in,15,4,0.0
data/small7.in,16,4,0.0
data/small7.in,17,4,0.0
data/small7.in,18,3,0.0
data/small7.in,19,3,0.0
data/small7.in,20,4,0.0
data/small8.in,1,3,0.0
data/small8.in,2,3,0.0
data/small8.in,3,3,0.0
data/small8.in,4,3,0.0
data/small8.in,5,3,0.0
data/small8.in,6,2,0.0
data/small8.in,7,2,0.0
data/small8.in,8,2,0.0
data/small8.in,9,3,0.0
data/small8.in,10,3,0.0
data/small8.in,11,3,0.0
data/small8.in,12,2,0.0
data/small8.in,13,2,0.0014710426330566406
data/small8.in,14,3,0.0
data/small8.in,15,3,0.0
data/small8.in,16,3,0.0
data/small8.in,17,2,0.0
data/small8.in,18,2,0.0
data/small8.in,19,3,0.0
data/small8.in,20,3,0.0
data/small9.in,1,3,0.0010008811950683594
data/small9.in,2,4,0.0
data/small9.in,3,4,0.0
data/small9.in,4,4,0.0
data/small9.in,5,4,0.0
data/small9.in,6,4,0.0
data/small9.in,7,4,0.0
data/small9.in,8,3,0.0
data/small9.in,9,6,0.0
data/small9.in,10,6,0.0
data/small9.in,11,4,0.0
data/small9.in,12,4,0.0
data/small9.in,13,5,0.0
data/small9.in,14,5,0.0
data/small9.in,15,5,0.0
data/small9.in,16,5,0.0
data/small9.in,17,4,0.0
data/small9.in,18,3,0.0
data/small9.in,19,3,0.0
data/small9.in,20,3,0.0
data/test1.in,1,2,0.0
data/test1.in,2,2,0.0
data/test1.in,3,2,0.0
data/test1.in,4,2,0.0
data/test1.in,5,2,0.0
data/test1.in,6,2,0.0
data/test1.in,7,2,0.0
data/test1.in,8,2,0.0011224746704101562
data/test1.in,9,2,0.0
data/test1.in,10,2,0.0
data/test1.in,11,2,0.0
data/test1.in,12,2,0.0
data/test1.in,13,2,0.0
data/test1.in,14,2,0.0
data/test1.in,15,2,0.0
data/test1.in,16,2,0.0
data/test1.in,17,2,0.0
data/test1.in,18,2,0.0
data/test1.in,19,2,0.0
data/test1.in,20,2,0.0
data/test2.in,1,2,0.0
data/test2.in,2,2,0.0
data/test2.in,3,2,0.0
data/test2.in,4,2,0.0
data/test2.in,5,2,0.0
data/test2.in,6,2,0.0
data/test2.in,7,2,0.0
data/test2.in,8,3,0.0
data/test2.in,9,3,0.0
data/test2.in,10,3,0.0
data/test2.in,11,3,0.0
data/test2.in,12,2,0.0
data/test2.in,13,3,0.0
data/test2.in,14,3,0.0
data/test2.in,15,3,0.0
data/test2.in,16,2,0.0
data/test2.in,17,2,0.0
data/test2.in,18,2,0.0
data/test2.in,19,2,0.0
data/test2.in,20,3,0.0
data/test3.in,1,7,0.0
data/test3.in,2,7,0.0
data/test3.in,3,7,0.0
data/test3.in,4,7,0.0
data/test3.in,5,7,0.0
data/test3.in,6,7,0.0
data/test3.in,7,7,0.0
data/test3.in,8,7,0.0
data/test3.in,9,7,0.0
data/test3.in,10,6,0.0
data/test3.in,11,7,0.0
data/test3.in,12,7,0.0
data/test3.in,13,6,0.0
data/test3.in,14,6,0.0
data/test3.in,15,6,0.0
data/test3.in,16,7,0.0
data/test3.in,17,7,0.0
data/test3.in,18,7,0.0
data/test3.in,19,7,0.0
data/test3.in,20,7,0.0
data/test4.in,1,4,0.0
data/test4.in,2,4,0.0
data/test4.in,3,4,0.0
data/test4.in,4,4,0.0
data/test4.in,5,4,0.0
data/test4.in,6,4,0.0
data/test4.in,7,4,0.0
data/test4.in,8,4,0.0
data/test4.in,9,4,0.0
data/test4.in,10,4,0.0
data/test4.in,11,4,0.0
data/test4.in,12,4,0.0
data/test4.in,13,4,0.0
data/test4.in,14,4,0.0
data/test4.in,15,4,0.0
data/test4.in,16,4,0.0
data/test4.in,17,4,0.0
data/test4.in,18,4,0.0
data/test4.in,19,4,0.0
data/test4.in,20,4,0.0
data/test5.in,1,4,0.0
data/test5.in,2,4,0.0
data/test5.in,3,4,0.0
data/test5.in,4,4,0.0
data/test5.in,5,4,0.0
data/test5.in,6,4,0.0
data/test5.in,7,4,0.0
data/test5.in,8,4,0.0
data/test5.in,9,4,0.0
data/test5.in,10,4,0.0
data/test5.in,11,4,0.0
data/test5.in,12,4,0.0
data/test5.in,13,4,0.0
data/test5.in,14,4,0.0
data/test5.in,15,4,0.0013241767883300781
data/test5.in,16,4,0.0
data/test5.in,17,4,0.0
data/test5.in,18,4,0.0
data/test5.in,19,4,0.0
data/test5.in,20,4,0.0
