Instance,Run,Score,Runtime
data/large1.in,1,50,2.171947717666626
data/large10.in,1,318,9.019418478012085
data/large11.in,1,56,0.4216582775115967
data/large12.in,1,22,0.05636262893676758
data/large2.in,1,24,0.04574108123779297
data/large3.in,1,21,0.05776858329772949
data/large4.in,1,152,2.674147129058838
data/large5.in,1,9,0.05464339256286621
data/large6.in,1,8,0.07063031196594238
data/large7.in,1,172,5.432617425918579
data/large8.in,1,7,0.0299990177154541
data/large9.in,1,20,0.07092738151550293
data/small1.in,1,5,0.0025010108947753906
data/small10.in,1,3,0.0024085044860839844
data/small11.in,1,5,0.0029935836791992188
data/small12.in,1,4,0.0020122528076171875
data/small13.in,1,3,0.0010495185852050781
data/small14.in,1,2,0.002006053924560547
data/small15.in,1,3,0.0030536651611328125
data/small16.in,1,3,0.001998424530029297
data/small17.in,1,3,0.0041942596435546875
data/small18.in,1,2,0.0020885467529296875
data/small2.in,1,3,0.0010459423065185547
data/small3.in,1,6,0.001417398452758789
data/small4.in,1,4,0.002000570297241211
data/small5.in,1,6,0.003813505172729492
data/small6.in,1,3,0.003041505813598633
data/small7.in,1,3,0.0009982585906982422
data/small8.in,1,2,0.0010006427764892578
data/small9.in,1,4,0.0022580623626708984
data/test1.in,1,2,0.0
data/test2.in,1,2,0.0010156631469726562
data/test3.in,1,6,0.002001523971557617
data/test4.in,1,4,0.0010762214660644531
data/test5.in,1,4,0.0013794898986816406
data/large1.in,1,50,2.374288320541382
data/large1.in,2,50,2.338175058364868
data/large10.in,1,318,10.183724403381348
data/large10.in,2,318,8.119663000106812
data/large11.in,1,56,0.42233777046203613
data/large11.in,2,56,0.40886878967285156
data/large12.in,1,22,0.05342364311218262
data/large12.in,2,22,0.04925847053527832
data/large2.in,1,24,0.043548583984375
data/large2.in,2,24,0.04441261291503906
data/large3.in,1,21,0.06157875061035156
data/large3.in,2,21,0.06260204315185547
data/large4.in,1,152,2.7564048767089844
data/large4.in,2,152,2.776637077331543
data/large5.in,1,9,0.04453444480895996
data/large5.in,2,9,0.047792673110961914
data/large6.in,1,8,0.06118893623352051
data/large6.in,2,8,0.058244943618774414
data/large7.in,1,172,5.558849096298218
data/large7.in,2,172,5.689550876617432
data/large8.in,1,7,0.02673625946044922
data/large8.in,2,7,0.026541948318481445
data/large9.in,1,20,0.06511545181274414
data/large9.in,2,20,0.07141327857971191
data/small1.in,1,5,0.002340078353881836
data/small1.in,2,5,0.0025908946990966797
data/small10.in,1,3,0.0010924339294433594
data/small10.in,2,3,0.001041412353515625
data/small11.in,1,5,0.0032198429107666016
data/small11.in,2,5,0.002995729446411133
data/small12.in,1,4,0.002315998077392578
data/small12.in,2,4,0.0024509429931640625
data/small13.in,1,3,0.0011675357818603516
data/small13.in,2,3,0.0011322498321533203
data/small14.in,1,2,0.001010894775390625
data/small14.in,2,2,0.001359701156616211
data/small15.in,1,3,0.0023217201232910156
data/small15.in,2,3,0.0020012855529785156
data/small16.in,1,3,0.0011286735534667969
data/small16.in,2,3,0.0009989738464355469
data/small17.in,1,3,0.002257823944091797
data/small17.in,2,3,0.002252340316772461
data/small18.in,1,2,0.0012125968933105469
data/small18.in,2,2,0.00099945068359375
data/small2.in,1,3,0.001012563705444336
data/small2.in,2,3,0.0024871826171875
data/small3.in,1,6,0.0014841556549072266
data/small3.in,2,6,0.002334117889404297
data/small4.in,1,4,0.0024318695068359375
data/small4.in,2,4,0.0010001659393310547
data/small5.in,1,6,0.0026199817657470703
data/small5.in,2,6,0.0031557083129882812
data/small6.in,1,3,0.002190828323364258
data/small6.in,2,3,0.0025451183319091797
data/small7.in,1,3,0.0012063980102539062
data/small7.in,2,3,0.001013040542602539
data/small8.in,1,2,0.0020008087158203125
data/small8.in,2,2,0.0020117759704589844
data/small9.in,1,4,0.002000093460083008
data/small9.in,2,4,0.003425121307373047
data/test1.in,1,2,0.0010075569152832031
data/test1.in,2,2,0.0011224746704101562
data/test2.in,1,2,0.0
data/test2.in,2,2,0.001020193099975586
data/test3.in,1,6,0.0015022754669189453
data/test3.in,2,6,0.002200603485107422
data/test4.in,1,4,0.0014071464538574219
data/test4.in,2,4,0.002012968063354492
data/test5.in,1,4,0.000989675521850586
data/test5.in,2,4,0.000997781753540039
